level_0,index,2023-12-31 00:00:00,2022-12-31 00:00:00,2021-12-31 00:00:00,2020-12-31 00:00:00
60,Construction In Progress,5084100000.0,2798600000.0,2177800000.0,2138800000.0
61,Other Properties,10329000000.0,9406300000.0,8937200000.0,8560900000.0
62,Machinery Furniture Equipment,,,,8560900000.0
63,Buildings And Improvements,8280000000.0,7915900000.0,7588100000.0,7326100000.0
64,Land And Improvements,319800000.0,256600000.0,258700000.0,226800000.0
65,Properties,0.0,0.0,0.0,0.0
66,Current Assets,25727000000.0,18034500000.0,18452400000.0,17462100000.0
67,Other Current Assets,149500000.0,7300000.0,2530600000.0,
68,Prepaid Assets,5540800000.0,2946800000.0,2530600000.0,2871500000.0
69,Inventory,5772800000.0,4309700000.0,3886000000.0,3980300000.0
70,Inventories Adjustments Allowances,102400000.0,8900000.0,34200000.0,34800000.0
71,Finished Goods,791700000.0,901200000.0,761900000.0,758900000.0
72,Work In Process,3248600000.0,2597700000.0,2372700000.0,2535400000.0
73,Raw Materials,1630100000.0,801900000.0,717200000.0,651200000.0
74,Receivables,11336200000.0,8558900000.0,8127200000.0,6929000000.0
75,Other Receivables,2245700000.0,1662900000.0,1454400000.0,1053700000.0
76,Accounts Receivable,9090500000.0,6896000000.0,6672800000.0,5875300000.0
77,Allowance For Doubtful Accounts Receivable,-14800000.0,-16000000.0,-22500000.0,-25900000.0
78,Gross Accounts Receivable,9105300000.0,6912000000.0,6695300000.0,5901200000.0
79,Cash Cash Equivalents And Short Term Investments,2927700000.0,2211800000.0,3908600000.0,3681300000.0
80,Other Short Term Investments,109100000.0,144800000.0,90100000.0,24200000.0
81,Cash And Cash Equivalents,2818600000.0,2067000000.0,3818500000.0,3657100000.0
82,Cash Equivalents,1088400000.0,657400000.0,2379500000.0,2097900000.0
83,Cash Financial,1730200000.0,1409600000.0,1439000000.0,1559200000.0
